time_stamp,value,flag,mrr_30s,mhr_30s,sdrr_30s,sdhr_30s,cvrr_30s,rmsd_30s,prr20_30s,prr50_30s,reaction_time
1569954748220,1,11,0.4711775121385955,0.5087210111657328,0.44112680652010106,0.4809044873710202,0.4921810108974913,0.6078722822063599,0.477394514349224,0.5281154056441099,3
1569954750694,1,11,0.5473637741219637,0.4392246020633408,0.4991580745334323,0.5413221588541415,0.5321712880392329,0.6861654475045689,0.477394514349224,0.5281154056441099,2
1569954752439,-1,11,0.6826858812036409,0.2975732267927542,0.5252670511718776,0.5387725826092833,0.4920406057765181,0.8264091562447099,0.6604215456674476,0.6173436071568498,2
1569954753332,1,11,0.704320954765306,0.277975365173301,0.5307612338316372,0.5576269537075307,0.4876857410396691,0.8365658905028734,0.728337236533958,0.6930912890165861,1
1569954757137,1,11,0.688867341572168,0.2850554956710321,0.5085568974578003,0.5005498900461065,0.4652091495209642,0.7922898510536904,0.728337236533958,0.655217448086718,3
1569954759220,1,11,0.7120477236336962,0.2506780575538219,0.480507165009318,0.4403245841246632,0.4134327653194912,0.7797361117627117,0.6604215456674476,0.6930912890165861,2
1569954761869,1,11,0.6826858434754621,0.2749007727752675,0.4552400344402338,0.4206071608613984,0.3939038406699353,0.6653081377559307,0.5925058548009372,0.655217448086718,2
1569954764419,1,11,0.6480593271232031,0.31755646190938425,0.4646485031139942,0.4726621260745003,0.4259121235182808,0.6921424926102002,0.6007025761124121,0.7022332506203471,2
1569954769215,1,11,0.526449906149594,0.4346765846855201,0.3983460203529876,0.4352160169599042,0.3981496335310908,0.5292571362563836,0.4117810502917476,0.6744753333052951,3
1569954771951,-1,11,0.4652021004490194,0.5072846701242169,0.406753748288009,0.4591592435675498,0.4450961006094801,0.5656180559644695,0.4117810502917476,0.6744753333052951,2
1569954774960,1,11,0.4881731305748662,0.5014578618329972,0.4608674862259752,0.5677051658204548,0.5111709243902616,0.6246829454766503,0.4872365339578457,0.7196029776674938,3
1569954777163,1,11,0.3796970425323973,0.5786470166480919,0.2760834426047953,0.3701585842545851,0.2990976978361859,0.5060089228969697,0.5059681196645767,0.6662130793244213,2
1569954780410,-1,11,0.21526252745157048,0.7519371105351915,0.15528676221124085,0.2674425175063493,0.20495266192341746,0.334868551181835,0.3305453328872532,0.5379888928276023,3
